In;9.578582;15.504003;5.470803
In;12.381559;13.517857;5.076476
In;15.770515;11.548735;5.061130
In;19.168901;9.597297;5.076564
In;22.291744;8.163636;5.470974
In;9.460145;19.551832;5.542489
In;12.399196;17.563479;5.160087
In;15.809698;15.576549;5.154139
In;19.239088;13.595787;5.154134
In;22.664178;11.635932;5.159199
In;25.856196;10.084285;5.542212
In;9.460145;23.519168;5.542489
In;12.391345;21.535500;5.173843
In;15.816273;19.551673;5.167878
In;19.245244;17.568495;5.163794
In;22.675959;15.590456;5.167795
In;26.107284;13.614305;5.173935
In;29.290776;12.068926;5.541827
In;9.578582;27.566997;5.470803
In;12.399196;25.507521;5.160087
In;15.816273;23.519327;5.167878
In;19.246911;21.535500;5.159229
In;22.678530;19.553959;5.159365
In;26.111327;17.573278;5.167735
In;29.542848;15.609303;5.159073
In;32.735965;14.195029;5.470841
In;12.381559;29.553143;5.076476
In;15.809698;27.494451;5.154139
In;19.245244;25.502505;5.163794
In;22.678530;23.517041;5.159365
In;26.113815;21.535500;5.163371
In;29.558018;19.556059;5.153621
In;33.055904;17.616246;5.076465
In;15.770515;31.522265;5.061130
In;19.239088;29.475213;5.154134
In;22.675959;27.480544;5.167795
In;26.111327;25.497722;5.167735
In;29.558018;23.514941;5.153621
In;33.066355;21.535500;5.060764
In;19.168901;33.473703;5.076564
In;22.664178;31.435068;5.159199
In;26.107284;29.456695;5.173935
In;29.542848;27.461697;5.159073
In;33.055904;25.454754;5.076465
In;22.291744;34.907364;5.470974
In;25.856196;32.986715;5.542212
In;29.290776;31.002074;5.541827
In;32.735965;28.875971;5.470841
In;10.335428;14.194839;2.216986
In;13.780367;12.068815;2.287805
In;17.214779;10.084207;2.288095
In;20.779035;8.163909;2.216785
In;10.015336;17.616151;1.822636
In;13.528044;15.609145;1.904987
In;16.963617;13.614204;1.919906
In;20.406954;11.635765;1.904993
In;23.901949;9.597480;1.822302
In;10.004863;21.535500;1.806841
In;13.513081;19.555789;1.899739
In;16.959435;17.572987;1.913802
In;20.394786;15.590112;1.913679
In;23.831772;13.595729;1.899912
In;27.300501;11.548922;1.806680
In;10.015336;25.454849;1.822636
In;13.513081;23.515211;1.899739
In;16.957266;21.535500;1.909560
In;20.392472;19.554048;1.905508
In;23.825530;17.568528;1.909719
In;27.261469;15.576851;1.899877
In;30.689470;13.518113;1.821950
In;10.335428;28.876161;2.216986
In;13.528044;27.461855;1.904987
In;16.959435;25.498013;1.913802
In;20.392472;23.516952;1.905508
In;23.823803;21.535500;1.905239
In;27.254951;19.551656;1.913649
In;30.671938;17.563350;1.905410
In;33.492377;15.504213;2.216276
In;13.780367;31.002185;2.287805
In;16.963617;29.456796;1.919906
In;20.394786;27.480888;1.913679
In;23.825530;25.502472;1.909719
In;27.254951;23.519344;1.913649
In;30.679660;21.535500;1.919302
In;33.610982;19.551848;2.287750
In;17.214779;32.986793;2.288095
In;20.406954;31.435235;1.904993
In;23.831772;29.475271;1.899912
In;27.261469;27.494149;1.899877
In;30.671938;25.507650;1.905410
In;33.610982;23.519152;2.287750
In;20.779035;34.907091;2.216785
In;23.901949;33.473520;1.822302
In;27.300501;31.522078;1.806680
In;30.689470;29.552886;1.821950
In;33.492377;27.566787;2.216276
As;8.732201;15.623438;1.184521
As;10.014201;13.401615;4.438987
As;12.374556;13.590984;1.058235
As;13.400187;11.381297;4.499733
As;15.802762;11.604575;1.054274
As;16.809025;9.411874;4.500320
As;19.236139;9.627781;1.058385
As;20.252941;7.489755;4.438908
As;22.818131;7.489729;1.184443
As;8.673823;19.566813;1.245892
As;10.075035;17.573328;4.312842
As;12.356621;17.579991;1.096411
As;13.519949;15.563620;4.349989
As;15.816999;15.591620;1.087900
As;16.943183;13.580080;4.361695
As;19.249178;13.610349;1.087950
As;20.371887;11.606021;4.350000
As;22.699303;11.606503;1.095790
As;23.835061;9.628046;4.312462
As;26.262190;9.411835;1.246054
As;8.673823;23.504187;1.245892
As;10.069877;21.535500;4.308428
As;12.350438;21.535500;1.106864
As;13.528989;19.553778;4.341516
As;23.822049;13.610413;4.341648
As;26.127822;13.580327;1.107277
As;27.268318;11.604568;4.307934
As;29.670927;11.381074;1.245430
As;8.732201;27.447562;1.184521
As;10.075035;25.497672;4.312842
As;12.356621;25.491009;1.096411
As;13.528989;23.517222;4.341516
As;27.253868;15.591377;4.341596
As;29.550583;15.563727;1.095635
As;30.696208;13.591137;4.311999
As;33.056794;13.401559;1.184029
As;10.014201;29.669385;4.438987
As;12.374556;29.480016;1.058235
As;13.519949;27.507380;4.349989
As;15.816999;27.479380;1.087900
As;29.541706;19.553507;1.087480
As;30.714701;17.579704;4.350228
As;32.996129;17.573020;1.058421
As;34.338935;15.623436;4.438618
As;13.400187;31.689703;4.499733
As;15.802762;31.466425;1.054274
As;16.943183;29.490920;4.361695
As;19.249178;29.460651;1.087950
As;29.541706;23.517493;1.087480
As;30.720796;21.535500;4.360826
As;33.001041;21.535500;1.054356
As;34.396987;19.566651;4.499696
As;16.809025;33.659126;4.500320
As;19.236139;33.443219;1.058385
As;20.371887;31.464979;4.350000
As;22.699303;31.464497;1.095790
As;23.822049;29.460587;4.341648
As;26.127822;29.490673;1.107277
As;27.253868;27.479623;4.341596
As;29.550583;27.507273;1.095635
As;30.714701;25.491296;4.350228
As;32.996129;25.497980;1.058421
As;34.396987;23.504349;4.499696
As;20.252941;35.581245;4.438908
As;22.818131;35.581271;1.184443
As;23.835061;33.442954;4.312462
As;26.262190;33.659165;1.246054
As;27.268318;31.466432;4.307934
As;29.670927;31.689926;1.245430
As;30.696208;29.479863;4.311999
As;33.056794;29.669441;1.184029
As;34.338935;27.447563;4.438618
As;16.955878;25.505329;4.350751
As;19.247106;25.501618;1.092351
As;20.388635;23.521178;4.343681
As;22.682197;23.521132;1.089801
As;23.826510;21.535500;4.343462
As;26.114981;21.535500;1.092073
As;27.261926;19.553654;4.350708
As;15.809112;19.553807;1.096805
As;16.955878;17.565671;4.350751
As;19.247106;17.569382;1.092351
As;20.386841;15.583698;4.350510
As;22.684156;15.583713;1.096398
As;15.809112;23.517193;1.096805
As;16.955762;21.535500;4.345992
As;19.244503;21.535500;1.089788
As;20.388635;19.549822;4.343681
As;22.682197;19.549868;1.089801
As;23.823877;17.569286;4.346039
As;26.114845;17.565628;1.096562
As;20.386841;27.487302;4.350510
As;22.684156;27.487287;1.096398
As;23.823877;25.501714;4.346039
As;26.114845;25.505372;1.096562
As;27.261926;23.517346;4.350708